request_id,request_dt,service_type,priority,expected_minutes,due_dt,status,completed_dt
R0000238,2025-11-15 11:52:02,F&B,Standard,25,2025-11-15 13:53:02,Completed,2025-11-15 12:24:02
R0000239,2025-11-15 10:54:54,FrontDesk,Standard,12,2025-11-15 13:54:54,In_Progress,
R0000240,2025-11-15 18:48:59,Housekeeping,Standard,35,2025-11-15 20:52:59,Completed,2025-11-15 19:12:59
R0000241,2025-11-15 20:13:15,F&B,Standard,25,2025-11-15 22:47:15,Completed,2025-11-15 21:10:15
R0000242,2025-11-15 18:40:03,F&B,Standard,25,2025-11-15 21:18:03,Completed,2025-11-15 19:13:03
R0000243,2025-11-15 07:57:01,F&B,Urgent,12,2025-11-15 08:48:01,Completed,2025-11-15 08:24:01
R0000244,2025-11-15 21:43:31,Maintenance,Standard,55,2025-11-15 23:36:31,Completed,2025-11-15 23:22:31
R0000245,2025-11-15 15:37:44,Maintenance,Standard,55,2025-11-15 18:02:44,Completed,2025-11-15 16:43:44
R0000246,2025-11-15 14:02:17,F&B,Standard,25,2025-11-15 16:48:17,Completed,2025-11-15 14:22:17
R0000247,2025-11-15 16:46:19,F&B,Urgent,12,2025-11-15 17:14:19,Completed,2025-11-15 16:56:19
R0000248,2025-11-15 19:15:31,F&B,Standard,25,2025-11-15 20:44:31,Completed,2025-11-15 19:53:31
R0000249,2025-11-15 07:35:16,F&B,Standard,25,2025-11-15 10:08:16,Completed,2025-11-15 08:10:16
R0000250,2025-11-15 10:37:15,FrontDesk,Standard,12,2025-11-15 13:30:15,Completed,2025-11-15 11:12:15
R0000251,2025-11-15 18:15:22,F&B,Standard,25,2025-11-15 20:20:22,Completed,2025-11-15 18:39:22
R0000252,2025-11-15 17:48:49,Housekeeping,Standard,35,2025-11-15 19:34:49,Completed,2025-11-15 18:22:49
R0000253,2025-11-15 13:29:29,FrontDesk,Standard,12,2025-11-15 15:03:29,Completed,2025-11-15 13:54:29
R0000254,2025-11-15 17:18:02,Housekeeping,Standard,35,2025-11-15 19:43:02,Completed,2025-11-15 18:13:02
R0000255,2025-11-15 12:01:38,Housekeeping,Standard,35,2025-11-15 13:10:38,Completed,2025-11-15 12:31:38
R0000256,2025-11-15 20:42:14,Housekeeping,Standard,35,2025-11-15 22:30:14,Completed,2025-11-15 21:46:14
R0000257,2025-11-15 09:00:16,F&B,Standard,25,2025-11-15 10:01:16,Completed,2025-11-15 09:29:16
R0000258,2025-11-15 09:27:23,F&B,Standard,25,2025-11-15 12:03:23,Completed,2025-11-15 10:03:23
R0000259,2025-11-15 12:38:25,FrontDesk,Urgent,6,2025-11-15 13:32:25,Completed,2025-11-15 12:50:25
R0000260,2025-11-15 19:58:40,F&B,Standard,25,2025-11-15 22:39:40,Completed,2025-11-15 20:31:40
R0000261,2025-11-15 20:42:08,FrontDesk,Standard,12,2025-11-15 21:54:08,Completed,2025-11-15 21:02:08
R0000262,2025-11-15 19:27:17,Maintenance,Standard,55,2025-11-15 20:53:17,Completed,2025-11-15 20:24:17
R0000263,2025-11-15 19:38:59,F&B,Urgent,12,2025-11-15 20:38:59,Completed,2025-11-15 19:55:59
R0000264,2025-11-15 13:26:50,F&B,Standard,25,2025-11-15 16:07:50,Completed,2025-11-15 14:07:50
R0000265,2025-11-15 18:32:46,F&B,Standard,25,2025-11-15 19:40:46,In_Progress,
R0000266,2025-11-15 11:53:24,Housekeeping,Standard,35,2025-11-15 13:18:24,Open,
R0000267,2025-11-15 21:38:59,Housekeeping,Standard,35,2025-11-15 23:22:59,Completed,2025-11-15 22:18:59
R0000268,2025-11-15 18:43:28,F&B,Standard,25,2025-11-15 21:21:28,Completed,2025-11-15 19:15:28
R0000269,2025-11-15 21:30:06,Maintenance,Standard,55,2025-11-15 23:46:06,Completed,2025-11-15 22:28:06
R0000270,2025-11-15 18:57:03,Housekeeping,Standard,35,2025-11-15 21:40:03,Completed,2025-11-15 19:44:03
R0000271,2025-11-15 22:41:55,FrontDesk,Standard,12,2025-11-16 00:04:55,Completed,2025-11-15 22:53:55
R0000272,2025-11-15 10:17:41,FrontDesk,Standard,12,2025-11-15 12:56:41,Completed,2025-11-15 11:00:41
R0000273,2025-11-15 10:26:18,F&B,Standard,25,2025-11-15 13:26:18,Completed,2025-11-15 10:55:18
R0000274,2025-11-15 22:19:20,F&B,Standard,25,2025-11-15 23:21:20,Completed,2025-11-15 22:58:20
R0000275,2025-11-15 18:25:24,F&B,Standard,25,2025-11-15 19:45:24,Completed,2025-11-15 19:06:24
R0000276,2025-11-15 08:30:25,FrontDesk,Standard,12,2025-11-15 10:23:25,Completed,2025-11-15 08:48:25
R0000277,2025-11-15 18:03:30,FrontDesk,Standard,12,2025-11-15 19:44:30,Completed,2025-11-15 18:18:30
R0000278,2025-11-15 18:46:24,F&B,Standard,25,2025-11-15 20:05:24,Open,
R0000279,2025-11-15 08:14:20,F&B,Standard,25,2025-11-15 09:29:20,Completed,2025-11-15 08:44:20
R0000280,2025-11-15 16:52:01,FrontDesk,Standard,12,2025-11-15 18:36:01,Completed,2025-11-15 17:06:01
R0000281,2025-11-15 21:24:49,Housekeeping,Standard,35,2025-11-15 23:25:49,Completed,2025-11-15 22:16:49
R0000282,2025-11-15 14:34:56,Housekeeping,Urgent,18,2025-11-15 14:49:56,Completed,2025-11-15 15:01:56
R0000283,2025-11-15 22:16:57,F&B,Standard,25,2025-11-16 01:01:57,Completed,2025-11-15 22:28:57
R0000284,2025-11-15 11:29:26,Housekeeping,Standard,35,2025-11-15 13:26:26,Completed,2025-11-15 12:21:26
R0000285,2025-11-15 18:12:27,F&B,Standard,25,2025-11-15 20:04:27,Completed,2025-11-15 18:44:27
R0000286,2025-11-15 12:32:28,Housekeeping,Standard,35,2025-11-15 14:52:28,Completed,2025-11-15 13:18:28
R0000287,2025-11-15 19:10:36,F&B,Standard,25,2025-11-15 21:39:36,Completed,2025-11-15 19:58:36
R0000288,2025-11-15 14:00:16,Housekeeping,Standard,35,2025-11-15 15:47:16,Completed,2025-11-15 14:40:16
R0000289,2025-11-15 08:08:07,F&B,Standard,25,2025-11-15 11:02:07,Completed,2025-11-15 08:50:07
R0000290,2025-11-15 09:16:35,F&B,Standard,25,2025-11-15 10:51:35,Completed,2025-11-15 10:13:35
R0000291,2025-11-15 11:26:34,Housekeeping,Standard,35,2025-11-15 13:48:34,Completed,2025-11-15 12:43:34
R0000292,2025-11-15 19:35:50,F&B,Urgent,12,2025-11-15 20:08:50,Open,
R0000293,2025-11-15 15:03:13,Housekeeping,Standard,35,2025-11-15 18:02:13,Completed,2025-11-15 15:49:13
R0000294,2025-11-15 21:30:07,F&B,Standard,25,2025-11-15 23:00:07,Completed,2025-11-15 21:55:07
R0000295,2025-11-15 18:35:55,F&B,Standard,25,2025-11-15 19:47:55,Completed,2025-11-15 19:14:55
R0000296,2025-11-15 19:21:17,FrontDesk,Standard,12,2025-11-15 21:25:17,Completed,2025-11-15 19:53:17
R0000297,2025-11-15 11:23:51,F&B,Standard,25,2025-11-15 13:09:51,Completed,2025-11-15 11:58:51
R0000298,2025-11-15 11:17:44,F&B,Standard,25,2025-11-15 13:31:44,Open,
R0000299,2025-11-15 19:14:13,Housekeeping,Standard,35,2025-11-15 20:33:13,Completed,2025-11-15 19:57:13
R0000300,2025-11-15 18:14:48,FrontDesk,Standard,12,2025-11-15 19:22:48,Completed,2025-11-15 18:59:48
R0000301,2025-11-15 12:27:47,F&B,Standard,25,2025-11-15 13:46:47,Completed,2025-11-15 13:04:47
R0000302,2025-11-15 10:21:57,F&B,Standard,25,2025-11-15 12:18:57,Completed,2025-11-15 10:59:57
R0000303,2025-11-15 11:39:36,F&B,Standard,25,2025-11-15 13:43:36,Completed,2025-11-15 12:19:36
R0000304,2025-11-15 20:17:32,Housekeeping,Standard,35,2025-11-15 23:03:32,Completed,2025-11-15 21:02:32
R0000305,2025-11-15 11:02:22,Housekeeping,Standard,35,2025-11-15 13:50:22,Completed,2025-11-15 12:04:22
R0000306,2025-11-15 11:14:48,Housekeeping,Standard,35,2025-11-15 13:54:48,Completed,2025-11-15 12:26:48
R0000307,2025-11-15 17:25:58,Housekeeping,Standard,35,2025-11-15 19:37:58,Completed,2025-11-15 18:12:58
R0000308,2025-11-15 12:18:14,F&B,Standard,25,2025-11-15 14:18:14,Completed,2025-11-15 12:56:14
R0000309,2025-11-15 19:30:50,FrontDesk,Standard,12,2025-11-15 20:51:50,Completed,2025-11-15 19:53:50
R0000310,2025-11-15 14:55:01,Maintenance,Standard,55,2025-11-15 17:26:01,Completed,2025-11-15 16:06:01
R0000311,2025-11-15 12:33:40,F&B,Standard,25,2025-11-15 13:35:40,Completed,2025-11-15 13:15:40
R0000312,2025-11-15 19:09:20,FrontDesk,Standard,12,2025-11-15 22:02:20,Completed,2025-11-15 19:27:20
R0000313,2025-11-15 17:46:47,Housekeeping,Standard,35,2025-11-15 19:52:47,Completed,2025-11-15 18:10:47
R0000314,2025-11-15 21:55:58,FrontDesk,Standard,12,2025-11-15 23:55:58,Completed,2025-11-15 22:30:58
R0000315,2025-11-15 20:50:04,Maintenance,Standard,55,2025-11-15 23:38:04,Completed,2025-11-15 22:06:04
R0000316,2025-11-15 13:39:31,FrontDesk,Urgent,6,2025-11-15 14:21:31,Completed,2025-11-15 14:12:31
R0000317,2025-11-15 19:56:14,F&B,Standard,25,2025-11-15 21:11:14,Completed,2025-11-15 20:39:14
R0000318,2025-11-15 13:35:00,Housekeeping,Standard,35,2025-11-15 15:04:00,Completed,2025-11-15 14:21:00
R0000319,2025-11-15 09:09:40,F&B,Standard,25,2025-11-15 10:23:40,Open,
R0000320,2025-11-15 10:20:50,Housekeeping,Standard,35,2025-11-15 11:40:50,Completed,2025-11-15 11:08:50
R0000321,2025-11-15 14:57:14,F&B,Standard,25,2025-11-15 16:42:14,Completed,2025-11-15 15:22:14
R0000322,2025-11-15 11:08:58,FrontDesk,Standard,12,2025-11-15 13:44:58,Open,
R0000323,2025-11-15 14:42:38,FrontDesk,Urgent,6,2025-11-15 15:22:38,Completed,2025-11-15 14:49:38
R0000324,2025-11-15 20:15:05,FrontDesk,Urgent,6,2025-11-15 20:52:05,Completed,2025-11-15 20:22:05
R0000325,2025-11-15 18:45:19,Housekeeping,Standard,35,2025-11-15 20:55:19,Completed,2025-11-15 19:43:19
R0000326,2025-11-15 21:02:35,Housekeeping,Standard,35,2025-11-15 23:41:35,Completed,2025-11-15 22:05:35
R0000327,2025-11-15 22:34:10,Maintenance,Standard,55,2025-11-16 00:19:10,Completed,2025-11-15 23:56:10
R0000328,2025-11-15 18:33:56,Housekeeping,Standard,35,2025-11-15 21:05:56,Completed,2025-11-15 19:18:56
R0000329,2025-11-15 07:15:21,F&B,Standard,25,2025-11-15 09:31:21,Open,
R0000330,2025-11-15 13:17:38,Housekeeping,Standard,35,2025-11-15 15:40:38,Completed,2025-11-15 14:06:38
R0000331,2025-11-15 18:15:55,FrontDesk,Standard,12,2025-11-15 20:48:55,Completed,2025-11-15 18:39:55
R0000332,2025-11-15 18:16:49,F&B,Standard,25,2025-11-15 19:44:49,Completed,2025-11-15 18:44:49
R0000333,2025-11-15 19:31:39,FrontDesk,Standard,12,2025-11-15 21:46:39,In_Progress,
R0000334,2025-11-15 18:35:01,Housekeeping,Standard,35,2025-11-15 19:44:01,Completed,2025-11-15 19:17:01
R0000335,2025-11-15 22:57:49,Housekeeping,Standard,35,2025-11-16 00:00:49,Completed,2025-11-15 23:49:49
R0000336,2025-11-15 20:15:57,FrontDesk,Standard,12,2025-11-15 21:37:57,Completed,2025-11-15 20:46:57
R0000337,2025-11-15 14:11:07,Housekeeping,Standard,35,2025-11-15 16:03:07,Completed,2025-11-15 15:01:07
R0000338,2025-11-15 17:41:23,Housekeeping,Standard,35,2025-11-15 20:09:23,Completed,2025-11-15 18:41:23
R0000339,2025-11-15 14:49:20,FrontDesk,Standard,12,2025-11-15 15:52:20,Open,
R0000340,2025-11-15 07:55:55,Housekeeping,Standard,35,2025-11-15 09:11:55,In_Progress,
R0000341,2025-11-15 18:55:19,Housekeeping,Standard,35,2025-11-15 20:46:19,Completed,2025-11-15 19:51:19
R0000342,2025-11-15 20:44:24,Maintenance,Standard,55,2025-11-15 22:26:24,Completed,2025-11-15 21:28:24
R0000343,2025-11-15 18:34:25,Housekeeping,Standard,35,2025-11-15 19:57:25,Completed,2025-11-15 19:36:25
R0000344,2025-11-15 16:06:40,F&B,Standard,25,2025-11-15 17:17:40,Completed,2025-11-15 16:44:40
R0000345,2025-11-15 22:12:45,Housekeeping,Standard,35,2025-11-15 23:15:45,Completed,2025-11-15 23:22:45
R0000346,2025-11-15 13:18:27,F&B,Standard,25,2025-11-15 16:02:27,Completed,2025-11-15 14:03:27
R0000347,2025-11-15 21:01:31,FrontDesk,Standard,12,2025-11-15 22:44:31,Completed,2025-11-15 21:38:31
R0000348,2025-11-15 22:35:37,Housekeeping,Urgent,18,2025-11-15 22:58:37,Completed,2025-11-15 23:09:37
R0000349,2025-11-15 12:26:08,Housekeeping,Standard,35,2025-11-15 13:49:08,In_Progress,
R0000350,2025-11-16 12:13:36,F&B,Standard,25,2025-11-16 14:11:36,Completed,2025-11-16 12:42:36
R0000351,2025-11-16 18:46:40,Housekeeping,Standard,35,2025-11-16 20:02:40,Completed,2025-11-16 19:23:40
R0000352,2025-11-16 18:17:08,Housekeeping,Standard,35,2025-11-16 19:48:08,Completed,2025-11-16 19:05:08
R0000353,2025-11-16 21:03:08,FrontDesk,Standard,12,2025-11-16 23:41:08,Completed,2025-11-16 21:11:08
R0000354,2025-11-16 19:32:23,F&B,Standard,25,2025-11-16 21:43:23,Completed,2025-11-16 20:16:23
R0000355,2025-11-16 17:34:34,Housekeeping,Standard,35,2025-11-16 18:35:34,Completed,2025-11-16 18:27:34
R0000356,2025-11-16 21:24:31,FrontDesk,Standard,12,2025-11-16 23:30:31,Completed,2025-11-16 21:50:31
R0000357,2025-11-16 11:42:09,F&B,Standard,25,2025-11-16 13:35:09,Completed,2025-11-16 12:47:09
R0000358,2025-11-16 19:26:37,FrontDesk,Standard,12,2025-11-16 21:59:37,Completed,2025-11-16 19:46:37
R0000359,2025-11-16 13:42:07,FrontDesk,Standard,12,2025-11-16 16:18:07,Completed,2025-11-16 14:02:07
R0000360,2025-11-16 14:44:35,FrontDesk,Standard,12,2025-11-16 16:06:35,Completed,2025-11-16 15:07:35
R0000361,2025-11-16 16:07:07,Housekeeping,Urgent,18,2025-11-16 16:24:07,Completed,2025-11-16 16:30:07
R0000362,2025-11-16 17:13:30,F&B,Standard,25,2025-11-16 19:28:30,Completed,2025-11-16 17:57:30
R0000363,2025-11-16 14:49:00,FrontDesk,Standard,12,2025-11-16 17:20:00,Completed,2025-11-16 15:02:00
R0000364,2025-11-16 12:10:07,F&B,Standard,25,2025-11-16 14:20:07,Completed,2025-11-16 12:57:07
R0000365,2025-11-16 20:05:46,Housekeeping,Standard,35,2025-11-16 21:11:46,Completed,2025-11-16 21:05:46
R0000366,2025-11-16 09:58:58,F&B,Standard,25,2025-11-16 11:10:58,Completed,2025-11-16 10:28:58
R0000367,2025-11-16 12:53:09,Housekeeping,Standard,35,2025-11-16 14:26:09,Completed,2025-11-16 13:43:09
R0000368,2025-11-16 19:09:01,F&B,Standard,25,2025-11-16 21:26:01,Completed,2025-11-16 19:45:01
R0000369,2025-11-16 13:04:17,Maintenance,Urgent,30,2025-11-16 13:53:17,Completed,2025-11-16 13:46:17
R0000370,2025-11-16 14:56:21,Maintenance,Standard,55,2025-11-16 17:37:21,Completed,2025-11-16 15:30:21
R0000371,2025-11-16 19:40:32,Housekeeping,Urgent,18,2025-11-16 20:11:32,Completed,2025-11-16 20:26:32
R0000372,2025-11-16 20:27:59,F&B,Standard,25,2025-11-16 22:23:59,Completed,2025-11-16 20:58:59
R0000373,2025-11-16 13:53:24,F&B,Standard,25,2025-11-16 16:29:24,Completed,2025-11-16 14:37:24
R0000374,2025-11-16 16:46:04,FrontDesk,Standard,12,2025-11-16 19:03:04,Completed,2025-11-16 17:19:04
R0000375,2025-11-16 20:28:43,Housekeeping,Standard,35,2025-11-16 21:41:43,Completed,2025-11-16 21:13:43
R0000376,2025-11-16 13:20:39,F&B,Standard,25,2025-11-16 15:35:39,Completed,2025-11-16 13:49:39
R0000377,2025-11-16 17:09:27,Housekeeping,Standard,35,2025-11-16 18:21:27,Open,
R0000378,2025-11-16 07:06:57,Maintenance,Standard,55,2025-11-16 08:36:57,Completed,2025-11-16 08:40:57
R0000379,2025-11-16 19:30:59,FrontDesk,Standard,12,2025-11-16 21:51:59,Completed,2025-11-16 19:51:59
R0000380,2025-11-16 10:06:28,FrontDesk,Standard,12,2025-11-16 12:12:28,Completed,2025-11-16 10:39:28
R0000381,2025-11-16 07:23:15,Maintenance,Standard,55,2025-11-16 09:20:15,Completed,2025-11-16 08:37:15
R0000382,2025-11-16 09:08:50,FrontDesk,Standard,12,2025-11-16 11:02:50,Completed,2025-11-16 09:40:50
R0000383,2025-11-16 18:34:17,F&B,Standard,25,2025-11-16 21:06:17,Open,
R0000384,2025-11-16 20:31:52,Housekeeping,Standard,35,2025-11-16 23:05:52,Completed,2025-11-16 21:10:52
R0000385,2025-11-16 20:00:38,FrontDesk,Standard,12,2025-11-16 22:46:38,Completed,2025-11-16 20:34:38
R0000386,2025-11-16 18:18:57,Housekeeping,Standard,35,2025-11-16 20:59:57,Completed,2025-11-16 19:25:57
R0000387,2025-11-16 14:39:49,Housekeeping,Standard,35,2025-11-16 15:44:49,Completed,2025-11-16 15:35:49
R0000388,2025-11-16 19:18:08,F&B,Standard,25,2025-11-16 20:52:08,Completed,2025-11-16 19:52:08
R0000389,2025-11-16 13:02:50,Housekeeping,Standard,35,2025-11-16 14:21:50,Completed,2025-11-16 13:40:50
R0000390,2025-11-16 21:49:57,FrontDesk,Standard,12,2025-11-16 23:47:57,Completed,2025-11-16 22:16:57
R0000391,2025-11-16 20:54:30,F&B,Standard,25,2025-11-16 22:49:30,Completed,2025-11-16 21:32:30
R0000392,2025-11-16 19:03:58,F&B,Standard,25,2025-11-16 21:28:58,Completed,2025-11-16 19:44:58
R0000393,2025-11-16 21:43:07,Maintenance,Standard,55,2025-11-17 00:00:07,Completed,2025-11-16 23:25:07
R0000394,2025-11-16 09:16:01,Housekeeping,Standard,35,2025-11-16 12:06:01,Completed,2025-11-16 10:18:01
R0000395,2025-11-16 09:31:19,Housekeeping,Standard,35,2025-11-16 11:03:19,Completed,2025-11-16 10:02:19
R0000396,2025-11-16 14:48:16,F&B,Standard,25,2025-11-16 16:06:16,Completed,2025-11-16 15:51:16
R0000397,2025-11-16 16:00:42,FrontDesk,Standard,12,2025-11-16 18:15:42,Completed,2025-11-16 16:11:42
R0000398,2025-11-16 19:29:41,Housekeeping,Standard,35,2025-11-16 20:37:41,Completed,2025-11-16 20:35:41
R0000399,2025-11-16 17:58:44,F&B,Standard,25,2025-11-16 19:21:44,Completed,2025-11-16 18:51:44
R0000400,2025-11-16 13:58:28,F&B,Urgent,12,2025-11-16 14:25:28,Open,
R0000401,2025-11-16 07:13:03,FrontDesk,Standard,12,2025-11-16 09:13:03,Completed,2025-11-16 07:30:03
R0000402,2025-11-16 12:16:19,F&B,Standard,25,2025-11-16 14:57:19,Open,
R0000403,2025-11-16 09:10:27,FrontDesk,Standard,12,2025-11-16 11:27:27,Completed,2025-11-16 09:33:27
R0000404,2025-11-16 12:19:50,F&B,Standard,25,2025-11-16 14:10:50,Completed,2025-11-16 13:03:50
R0000405,2025-11-16 21:00:50,Housekeeping,Standard,35,2025-11-16 23:18:50,Completed,2025-11-16 21:33:50
R0000406,2025-11-16 19:58:35,Housekeeping,Standard,35,2025-11-16 21:41:35,Completed,2025-11-16 20:36:35
R0000407,2025-11-16 12:31:42,F&B,Standard,25,2025-11-16 14:46:42,Completed,2025-11-16 13:06:42
R0000408,2025-11-16 14:11:57,F&B,Standard,25,2025-11-16 17:10:57,Completed,2025-11-16 14:48:57
R0000409,2025-11-16 11:44:16,Housekeeping,Standard,35,2025-11-16 13:02:16,Completed,2025-11-16 12:36:16
R0000410,2025-11-16 09:26:51,FrontDesk,Standard,12,2025-11-16 11:24:51,Completed,2025-11-16 09:58:51
R0000411,2025-11-16 14:54:49,Housekeeping,Urgent,18,2025-11-16 15:39:49,Completed,2025-11-16 15:36:49
R0000412,2025-11-16 20:57:11,F&B,Standard,25,2025-11-16 22:21:11,Completed,2025-11-16 21:40:11
R0000413,2025-11-16 10:55:39,Housekeeping,Standard,35,2025-11-16 12:01:39,Completed,2025-11-16 11:44:39
R0000414,2025-11-16 19:35:39,FrontDesk,Urgent,6,2025-11-16 19:59:39,Completed,2025-11-16 19:53:39
R0000415,2025-11-16 22:16:16,F&B,Standard,25,2025-11-16 23:56:16,Completed,2025-11-16 23:17:16
R0000416,2025-11-16 12:54:26,F&B,Standard,25,2025-11-16 15:50:26,Completed,2025-11-16 13:24:26
R0000417,2025-11-16 20:05:02,F&B,Standard,25,2025-11-16 23:00:02,Completed,2025-11-16 20:26:02
R0000418,2025-11-16 20:31:16,Housekeeping,Standard,35,2025-11-16 21:44:16,Completed,2025-11-16 21:28:16
R0000419,2025-11-16 14:34:50,Maintenance,Standard,55,2025-11-16 17:04:50,Completed,2025-11-16 15:56:50
R0000420,2025-11-16 12:09:52,F&B,Standard,25,2025-11-16 14:26:52,In_Progress,
R0000421,2025-11-16 19:23:25,F&B,Standard,25,2025-11-16 21:57:25,Completed,2025-11-16 19:49:25
R0000422,2025-11-16 09:56:52,F&B,Standard,25,2025-11-16 12:45:52,Completed,2025-11-16 10:37:52
R0000423,2025-11-16 21:15:17,FrontDesk,Standard,12,2025-11-16 23:54:17,Completed,2025-11-16 21:44:17
R0000424,2025-11-16 22:23:12,Housekeeping,Standard,35,2025-11-17 00:13:12,Completed,2025-11-16 23:09:12
R0000425,2025-11-16 20:52:09,FrontDesk,Standard,12,2025-11-16 22:30:09,Completed,2025-11-16 21:08:09
R0000426,2025-11-16 07:23:45,F&B,Standard,25,2025-11-16 09:26:45,Open,
R0000427,2025-11-16 19:09:07,FrontDesk,Standard,12,2025-11-16 20:50:07,Completed,2025-11-16 19:34:07
R0000428,2025-11-16 14:04:35,Housekeeping,Standard,35,2025-11-16 15:57:35,Completed,2025-11-16 14:58:35
R0000429,2025-11-16 21:23:37,F&B,Standard,25,2025-11-17 00:04:37,Completed,2025-11-16 21:40:37
R0000430,2025-11-16 15:41:26,Housekeeping,Standard,35,2025-11-16 17:14:26,Completed,2025-11-16 16:27:26
R0000431,2025-11-16 12:43:02,F&B,Standard,25,2025-11-16 14:50:02,Completed,2025-11-16 13:44:02
R0000432,2025-11-16 20:24:15,FrontDesk,Urgent,6,2025-11-16 20:58:15,Completed,2025-11-16 20:52:15
R0000433,2025-11-16 18:27:27,F&B,Standard,25,2025-11-16 19:29:27,Open,
R0000434,2025-11-16 14:50:15,F&B,Urgent,12,2025-11-16 15:26:15,Completed,2025-11-16 15:16:15
R0000435,2025-11-16 08:19:40,FrontDesk,Standard,12,2025-11-16 10:30:40,Completed,2025-11-16 08:32:40
R0000436,2025-11-16 11:10:20,F&B,Standard,25,2025-11-16 12:46:20,Open,
R0000437,2025-11-16 12:16:01,Housekeeping,Standard,35,2025-11-16 13:17:01,Completed,2025-11-16 13:02:01
R0000438,2025-11-16 18:02:30,FrontDesk,Standard,12,2025-11-16 20:54:30,Completed,2025-11-16 18:30:30
R0000439,2025-11-16 19:56:16,FrontDesk,Standard,12,2025-11-16 21:31:16,Completed,2025-11-16 20:28:16
R0000440,2025-11-16 11:07:27,FrontDesk,Standard,12,2025-11-16 13:04:27,Completed,2025-11-16 11:25:27
R0000441,2025-11-16 19:01:31,F&B,Standard,25,2025-11-16 21:49:31,Completed,2025-11-16 19:40:31
R0000442,2025-11-16 18:36:44,Maintenance,Standard,55,2025-11-16 20:05:44,Completed,2025-11-16 19:34:44
R0000443,2025-11-16 14:18:48,Housekeeping,Standard,35,2025-11-16 17:17:48,Completed,2025-11-16 15:32:48
R0000444,2025-11-16 20:06:13,F&B,Urgent,12,2025-11-16 20:46:13,Completed,2025-11-16 20:24:13
R0000445,2025-11-16 20:56:14,FrontDesk,Standard,12,2025-11-16 21:58:14,Completed,2025-11-16 21:16:14
R0000446,2025-11-16 11:22:41,F&B,Standard,25,2025-11-16 13:42:41,Completed,2025-11-16 12:07:41
R0000447,2025-11-16 11:44:20,FrontDesk,Standard,12,2025-11-16 14:13:20,Completed,2025-11-16 12:12:20
R0000448,2025-11-16 16:17:31,Maintenance,Standard,55,2025-11-16 19:08:31,Completed,2025-11-16 17:12:31
R0000449,2025-11-16 12:43:42,FrontDesk,Standard,12,2025-11-16 15:18:42,Completed,2025-11-16 13:22:42
R0000450,2025-11-16 10:20:26,Housekeeping,Standard,35,2025-11-16 13:20:26,Completed,2025-11-16 11:14:26
R0000451,2025-11-16 21:48:53,Housekeeping,Standard,35,2025-11-16 23:30:53,Completed,2025-11-16 22:48:53
R0000452,2025-11-16 09:29:43,Housekeeping,Standard,35,2025-11-16 11:38:43,Completed,2025-11-16 10:33:43
R0000453,2025-11-16 18:25:09,FrontDesk,Standard,12,2025-11-16 19:43:09,Completed,2025-11-16 18:39:09
R0000454,2025-11-16 14:50:23,F&B,Standard,25,2025-11-16 15:52:23,Completed,2025-11-16 15:26:23
R0000455,2025-11-16 20:32:32,F&B,Standard,25,2025-11-16 23:04:32,Completed,2025-11-16 21:29:32
R0000456,2025-11-16 13:18:03,Housekeeping,Standard,35,2025-11-16 15:50:03,Completed,2025-11-16 13:37:03
R0000457,2025-11-16 20:35:54,FrontDesk,Standard,12,2025-11-16 22:33:54,Completed,2025-11-16 20:58:54
R0000458,2025-11-16 20:21:28,Housekeeping,Standard,35,2025-11-16 22:19:28,Completed,2025-11-16 21:25:28
R0000459,2025-11-16 16:12:21,Housekeeping,Standard,35,2025-11-16 18:12:21,Completed,2025-11-16 17:08:21
R0000460,2025-11-16 19:14:50,Housekeeping,Standard,35,2025-11-16 20:56:50,Completed,2025-11-16 20:03:50
R0000461,2025-11-16 10:29:24,FrontDesk,Standard,12,2025-11-16 12:07:24,Completed,2025-11-16 11:00:24
R0000462,2025-11-16 10:37:17,Housekeeping,Standard,35,2025-11-16 11:46:17,Completed,2025-11-16 11:22:17
